Cargo;UF;Partido;Nr.;Candidato;Votos Nominais;Situação;%/Válidos;Coligação
Presidente;SE;PV;43;ALFREDO HÉLIO SYRKIS;2,721;Não eleito;0.434;(sem coligação)
Presidente;AM;PTN;19;THEREZA TINAJERO RUIZ;2,726;Não eleito;0.33;(sem coligação)
Presidente;AM;PSTU;16;JOSÉ MARIA DE ALMEIDA;2,765;Não eleito;0.334;(sem coligação)
Presidente;GO;PSC;20;SERGIO BUENO;2,842;Não eleito;0.15;(sem coligação)
Presidente;PB;PTN;19;THEREZA TINAJERO RUIZ;2,885;Não eleito;0.241;(sem coligação)
Presidente;SC;PSC;20;SERGIO BUENO;2,962;Não eleito;0.117;(sem coligação)
Presidente;ES;PT do B;70;JOÃO DE DEUS BARBOSA DE JESUS;2,969;Não eleito;0.236;(sem coligação)
Presidente;MS;PTN;19;THEREZA TINAJERO RUIZ;3,025;Não eleito;0.356;(sem coligação)
Presidente;PA;PSN;31;VASCO AZEVEDO NETO;3,028;Não eleito;0.169;(sem coligação)
Presidente;SC;PSN;31;VASCO AZEVEDO NETO;3,085;Não eleito;0.121;(sem coligação)
Presidente;RN;PTN;19;THEREZA TINAJERO RUIZ;3,146;Não eleito;0.303;(sem coligação)
Presidente;MS;PMN;33;IVAN MOACYR DA FROTA;3,193;Não eleito;0.376;(sem coligação)
Presidente;ES;PTN;19;THEREZA TINAJERO RUIZ;3,210;Não eleito;0.255;(sem coligação)
Presidente;AP;PRONA;56;ENEAS FERREIRA CARNEIRO;3,237;Não eleito;2.007;(sem coligação)
Presidente;PA;PSC;20;SERGIO BUENO;3,273;Não eleito;0.182;(sem coligação)
Presidente;SE;PSTU;16;JOSÉ MARIA DE ALMEIDA;3,279;Não eleito;0.523;(sem coligação)
Presidente;AM;PMN;33;IVAN MOACYR DA FROTA;3,308;Não eleito;0.4;(sem coligação)
Presidente;ES;PV;43;ALFREDO HÉLIO SYRKIS;3,470;Não eleito;0.276;(sem coligação)
Presidente;MT;PMN;33;IVAN MOACYR DA FROTA;3,520;Não eleito;0.388;(sem coligação)
Presidente;GO;PSDC;27;JOSÉ MARIA EYMAEL;3,569;Não eleito;0.189;(sem coligação)
Presidente;PB;PSN;31;VASCO AZEVEDO NETO;3,663;Não eleito;0.306;(sem coligação)
Presidente;PI;PSC;20;SERGIO BUENO;3,770;Não eleito;0.376;(sem coligação)
Presidente;RN;PT do B;70;JOÃO DE DEUS BARBOSA DE JESUS;3,849;Não eleito;0.371;(sem coligação)
Presidente;PI;PTN;19;THEREZA TINAJERO RUIZ;3,960;Não eleito;0.395;(sem coligação)
Presidente;AL;PMN;33;IVAN MOACYR DA FROTA;4,064;Não eleito;0.564;(sem coligação)
Presidente;CE;PTN;19;THEREZA TINAJERO RUIZ;4,113;Não eleito;0.155;(sem coligação)
Presidente;MA;PTN;19;THEREZA TINAJERO RUIZ;4,221;Não eleito;0.279;(sem coligação)
Presidente;PI;PSN;31;VASCO AZEVEDO NETO;4,251;Não eleito;0.424;(sem coligação)
Presidente;SE;PT do B;70;JOÃO DE DEUS BARBOSA DE JESUS;4,296;Não eleito;0.685;(sem coligação)
Presidente;PB;PSDC;27;JOSÉ MARIA EYMAEL;4,309;Não eleito;0.36;(sem coligação)
Presidente;RO;PSC;20;SERGIO BUENO;4,409;Não eleito;0.904;(sem coligação)
Presidente;RS;PSC;20;SERGIO BUENO;4,517;Não eleito;0.09;(sem coligação)
Presidente;RN;PSTU;16;JOSÉ MARIA DE ALMEIDA;4,553;Não eleito;0.439;(sem coligação)
Presidente;MA;PSN;31;VASCO AZEVEDO NETO;4,638;Não eleito;0.306;(sem coligação)
Presidente;PI;PV;43;ALFREDO HÉLIO SYRKIS;4,878;Não eleito;0.486;(sem coligação)
Presidente;MA;PSC;20;SERGIO BUENO;4,883;Não eleito;0.323;(sem coligação)
Presidente;ZZ;PT;13;LUIZ INACIO LULA DA SILVA;4,885;Não eleito;23.355;PDT / PT / PCB / PSB / PC do B
Presidente;RS;PSN;31;VASCO AZEVEDO NETO;4,889;Não eleito;0.097;(sem coligação)
Presidente;SC;PSDC;27;JOSÉ MARIA EYMAEL;4,892;Não eleito;0.193;(sem coligação)
Presidente;RN;PSDC;27;JOSÉ MARIA EYMAEL;4,945;Não eleito;0.477;(sem coligação)
Presidente;GO;PTN;19;THEREZA TINAJERO RUIZ;5,142;Não eleito;0.272;(sem coligação)
Presidente;SC;PSTU;16;JOSÉ MARIA DE ALMEIDA;5,253;Não eleito;0.207;(sem coligação)
Presidente;PB;PT do B;70;JOÃO DE DEUS BARBOSA DE JESUS;5,363;Não eleito;0.449;(sem coligação)
Presidente;PA;PTN;19;THEREZA TINAJERO RUIZ;5,387;Não eleito;0.3;(sem coligação)
Presidente;PA;PSDC;27;JOSÉ MARIA EYMAEL;5,432;Não eleito;0.302;(sem coligação)
Presidente;GO;PT do B;70;JOÃO DE DEUS BARBOSA DE JESUS;5,468;Não eleito;0.289;(sem coligação)
Presidente;PA;PT do B;70;JOÃO DE DEUS BARBOSA DE JESUS;5,723;Não eleito;0.319;(sem coligação)
Presidente;SC;PTN;19;THEREZA TINAJERO RUIZ;5,770;Não eleito;0.227;(sem coligação)
Presidente;RN;PV;43;ALFREDO HÉLIO SYRKIS;5,804;Não eleito;0.56;(sem coligação)
Presidente;CE;PSC;20;SERGIO BUENO;5,986;Não eleito;0.225;(sem coligação)
Presidente;CE;PSN;31;VASCO AZEVEDO NETO;6,030;Não eleito;0.227;(sem coligação)
Presidente;CE;PSDC;27;JOSÉ MARIA EYMAEL;6,160;Não eleito;0.232;(sem coligação)
Presidente;PE;PSN;31;VASCO AZEVEDO NETO;6,233;Não eleito;0.218;(sem coligação)
Presidente;PI;PSDC;27;JOSÉ MARIA EYMAEL;6,346;Não eleito;0.632;(sem coligação)
Presidente;PA;PV;43;ALFREDO HÉLIO SYRKIS;6,473;Não eleito;0.36;(sem coligação)
Presidente;CE;PT do B;70;JOÃO DE DEUS BARBOSA DE JESUS;6,473;Não eleito;0.244;(sem coligação)
Presidente;AL;PRONA;56;ENEAS FERREIRA CARNEIRO;6,664;Não eleito;0.925;(sem coligação)
Presidente;RJ;PSN;31;VASCO AZEVEDO NETO;6,676;Não eleito;0.099;(sem coligação)
Presidente;SE;PMN;33;IVAN MOACYR DA FROTA;6,818;Não eleito;1.087;(sem coligação)
Presidente;GO;PSTU;16;JOSÉ MARIA DE ALMEIDA;6,894;Não eleito;0.364;(sem coligação)
Presidente;ES;PMN;33;IVAN MOACYR DA FROTA;6,945;Não eleito;0.552;(sem coligação)
Presidente;MA;PSDC;27;JOSÉ MARIA EYMAEL;7,030;Não eleito;0.464;(sem coligação)
Presidente;PE;PTN;19;THEREZA TINAJERO RUIZ;7,035;Não eleito;0.246;(sem coligação)
Presidente;TO;PRONA;56;ENEAS FERREIRA CARNEIRO;7,131;Não eleito;1.792;(sem coligação)
Presidente;SC;PMN;33;IVAN MOACYR DA FROTA;7,159;Não eleito;0.282;(sem coligação)
Presidente;RO;PRONA;56;ENEAS FERREIRA CARNEIRO;7,218;Não eleito;1.481;(sem coligação)
Presidente;PR;PSN;31;VASCO AZEVEDO NETO;7,263;Não eleito;0.173;(sem coligação)
Presidente;PR;PSDC;27;JOSÉ MARIA EYMAEL;7,275;Não eleito;0.173;(sem coligação)
Presidente;PI;PSTU;16;JOSÉ MARIA DE ALMEIDA;7,336;Não eleito;0.731;(sem coligação)
Presidente;GO;PV;43;ALFREDO HÉLIO SYRKIS;7,456;Não eleito;0.394;(sem coligação)
Presidente;PB;PMN;33;IVAN MOACYR DA FROTA;7,483;Não eleito;0.626;(sem coligação)
Presidente;RN;PMN;33;IVAN MOACYR DA FROTA;7,962;Não eleito;0.768;(sem coligação)
Presidente;RJ;PSTU;16;JOSÉ MARIA DE ALMEIDA;8,319;Não eleito;0.123;(sem coligação)
Presidente;PE;PV;43;ALFREDO HÉLIO SYRKIS;8,337;Não eleito;0.291;(sem coligação)
Presidente;CE;PV;43;ALFREDO HÉLIO SYRKIS;8,398;Não eleito;0.316;(sem coligação)
Presidente;PB;PV;43;ALFREDO HÉLIO SYRKIS;8,411;Não eleito;0.704;(sem coligação)
Presidente;PI;PT do B;70;JOÃO DE DEUS BARBOSA DE JESUS;8,451;Não eleito;0.842;(sem coligação)
Presidente;RJ;PSDC;27;JOSÉ MARIA EYMAEL;8,581;Não eleito;0.127;(sem coligação)
Presidente;BA;PTN;19;THEREZA TINAJERO RUIZ;8,787;Não eleito;0.226;(sem coligação)
Presidente;SC;PV;43;ALFREDO HÉLIO SYRKIS;8,797;Não eleito;0.346;(sem coligação)
Presidente;GO;PMN;33;IVAN MOACYR DA FROTA;8,801;Não eleito;0.465;(sem coligação)
Presidente;SC;PT do B;70;JOÃO DE DEUS BARBOSA DE JESUS;8,931;Não eleito;0.352;(sem coligação)
Presidente;PA;PSTU;16;JOSÉ MARIA DE ALMEIDA;8,952;Não eleito;0.498;(sem coligação)
Presidente;MA;PT do B;70;JOÃO DE DEUS BARBOSA DE JESUS;8,961;Não eleito;0.592;(sem coligação)
Presidente;CE;PSTU;16;JOSÉ MARIA DE ALMEIDA;9,136;Não eleito;0.344;(sem coligação)
Presidente;PR;PSC;20;SERGIO BUENO;9,243;Não eleito;0.22;(sem coligação)
Presidente;PE;PSC;20;SERGIO BUENO;9,435;Não eleito;0.33;(sem coligação)
Presidente;RS;PSTU;16;JOSÉ MARIA DE ALMEIDA;9,454;Não eleito;0.188;(sem coligação)
Presidente;MA;PSTU;16;JOSÉ MARIA DE ALMEIDA;9,534;Não eleito;0.63;(sem coligação)
Presidente;RS;PTN;19;THEREZA TINAJERO RUIZ;9,650;Não eleito;0.192;(sem coligação)
Presidente;PB;PSTU;16;JOSÉ MARIA DE ALMEIDA;10,039;Não eleito;0.84;(sem coligação)
Presidente;PR;PSTU;16;JOSÉ MARIA DE ALMEIDA;10,113;Não eleito;0.24;(sem coligação)
Presidente;AC;PRONA;56;ENEAS FERREIRA CARNEIRO;10,362;Não eleito;5.367;(sem coligação)
Presidente;BA;PSN;31;VASCO AZEVEDO NETO;10,669;Não eleito;0.275;(sem coligação)
Presidente;PA;PMN;33;IVAN MOACYR DA FROTA;10,772;Não eleito;0.599;(sem coligação)
Presidente;CE;PMN;33;IVAN MOACYR DA FROTA;10,852;Não eleito;0.409;(sem coligação)
Presidente;RS;PT do B;70;JOÃO DE DEUS BARBOSA DE JESUS;10,862;Não eleito;0.217;(sem coligação)
Presidente;PR;PMN;33;IVAN MOACYR DA FROTA;11,013;Não eleito;0.262;(sem coligação)
Presidente;MA;PV;43;ALFREDO HÉLIO SYRKIS;11,015;Não eleito;0.728;(sem coligação)
Presidente;RJ;PSC;20;SERGIO BUENO;11,041;Não eleito;0.164;(sem coligação)
Presidente;MA;PMN;33;IVAN MOACYR DA FROTA;11,295;Não eleito;0.746;(sem coligação)
Presidente;BA;PSDC;27;JOSÉ MARIA EYMAEL;11,305;Não eleito;0.291;(sem coligação)
Presidente;SE;PRONA;56;ENEAS FERREIRA CARNEIRO;11,503;Não eleito;1.833;(sem coligação)
Presidente;PE;PT do B;70;JOÃO DE DEUS BARBOSA DE JESUS;11,779;Não eleito;0.412;(sem coligação)
Presidente;RS;PV;43;ALFREDO HÉLIO SYRKIS;11,886;Não eleito;0.237;(sem coligação)
Presidente;MS;PRONA;56;ENEAS FERREIRA CARNEIRO;11,981;Não eleito;1.410;(sem coligação)
Presidente;MT;PRONA;56;ENEAS FERREIRA CARNEIRO;12,012;Não eleito;1.323;(sem coligação)
Presidente;PR;PTN;19;THEREZA TINAJERO RUIZ;12,273;Não eleito;0.292;(sem coligação)
Presidente;CE;PRONA;56;ENEAS FERREIRA CARNEIRO;12,294;Não eleito;0.463;(sem coligação)
Presidente;PI;PRONA;56;ENEAS FERREIRA CARNEIRO;12,497;Não eleito;1.245;(sem coligação)
Presidente;RJ;PMN;33;IVAN MOACYR DA FROTA;12,596;Não eleito;0.187;(sem coligação)
Presidente;PR;PV;43;ALFREDO HÉLIO SYRKIS;12,694;Não eleito;0.302;(sem coligação)
Presidente;RS;PSDC;27;JOSÉ MARIA EYMAEL;12,880;Não eleito;0.257;(sem coligação)
Presidente;PE;PSDC;27;JOSÉ MARIA EYMAEL;13,002;Não eleito;0.454;(sem coligação)
Presidente;PI;PMN;33;IVAN MOACYR DA FROTA;13,034;Não eleito;1.299;(sem coligação)
Presidente;DF;PRONA;56;ENEAS FERREIRA CARNEIRO;13,092;Não eleito;1.354;(sem coligação)
Presidente;PR;PT do B;70;JOÃO DE DEUS BARBOSA DE JESUS;13,350;Não eleito;0.317;(sem coligação)
Presidente;PE;PSTU;16;JOSÉ MARIA DE ALMEIDA;13,970;Não eleito;0.488;(sem coligação)
Presidente;BA;PV;43;ALFREDO HÉLIO SYRKIS;13,987;Não eleito;0.36;(sem coligação)
Presidente;MG;PSN;31;VASCO AZEVEDO NETO;14,139;Não eleito;0.186;(sem coligação)
Presidente;MG;PSC;20;SERGIO BUENO;14,230;Não eleito;0.188;(sem coligação)
Presidente;RJ;PT do B;70;JOÃO DE DEUS BARBOSA DE JESUS;14,272;Não eleito;0.212;(sem coligação)
Presidente;RN;PRONA;56;ENEAS FERREIRA CARNEIRO;14,427;Não eleito;1.392;(sem coligação)
Presidente;BA;PSTU;16;JOSÉ MARIA DE ALMEIDA;15,069;Não eleito;0.388;(sem coligação)
Presidente;RJ;PV;43;ALFREDO HÉLIO SYRKIS;15,185;Não eleito;0.225;(sem coligação)
Presidente;BA;PSC;20;SERGIO BUENO;15,688;Não eleito;0.404;(sem coligação)
Presidente;RS;PMN;33;IVAN MOACYR DA FROTA;15,796;Não eleito;0.315;(sem coligação)
Presidente;PB;PRONA;56;ENEAS FERREIRA CARNEIRO;15,889;Não eleito;1.329;(sem coligação)
