"Data Source","Indicadores do Desenvolvimento Mundial",

"Last Updated Date","2020-10-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Brasil","BRA","PIB per capita (US$ atual)","NY.GDP.PCAP.CD","210.109899384623","205.04076826426","260.425653075282","292.252136324528","261.66661956418","261.354354519834","315.797202907062","347.493056109702","374.786775401462","403.884267342212","445.02310059739","504.749516124995","586.214404973525","775.273300345189","1004.10491009099","1153.8309583695","1390.62497537665","1567.00618230231","1744.25712944487","1908.48762658653","1947.27643012721","2132.8833173447","2226.76726079559","1570.5397473792","1578.92641703719","1648.08210438614","1941.49110905835","2087.3076054076","2300.37684355265","2908.49615806386","3100.28046842987","3975.39008935633","2596.91987612034","2791.20912422419","3500.61148991066","4748.21552893015","5166.16374470632","5282.00882754111","5087.152221014","3478.37272997644","3749.75324996168","3156.79871788773","2829.28319217077","3070.91049061377","3637.46238925733","4790.43708777366","5886.46358837728","7348.03079355548","8831.02311697566","8597.91535151623","11286.2430162457","13245.6124995448","12370.0242007149","12300.3248822758","12112.5882059697","8814.00098681261","8710.09668954121","9925.38623770041","9001.23424863499","8717.18627810819","",
"Brasil","BRA","Aumento do PIB (% anual)","NY.GDP.MKTP.KD.ZG","","10.275911554301","5.21605942017898","0.874672592408302","3.4855823042772","3.05348789366924","4.15036023303348","4.91526567501124","11.4272823832672","9.73582688991279","8.76994747172604","11.2950868433502","12.0528022500388","13.9786916510762","9.04212031316945","5.20907590114368","9.79041016147646","4.60631806113751","3.23170956333574","6.76628496532688","9.11096015517168","-4.39335720034877","0.58024555339469","-3.40979347371638","5.26914314976867","7.94586174871237","7.98829510486274","3.59962946680869","-0.102672718383729","3.27945885796423","-3.10235594875007","1.51193723815426","-0.466913211737747","4.66516899045995","5.3345517016817","4.41673135543735","2.20753552677458","3.39484598484417","0.338097902952455","0.467937567378257","4.38794944267383","1.38989640325894","3.05346185795254","1.14082899810009","5.75996463871775","3.20213137990235","3.96198872184989","6.06987060771837","5.09419544732717","-0.125811999414864","7.52822583005563","3.97442540583816","1.92115031836302","3.00484630505706","0.503955740242247","-3.54576339269425","-3.27591690782192","1.32286905404399","1.31722399870793","1.13658557200958","",
"Brasil","BRA","PIB, (US$ atual)","NY.GDP.MKTP.CD","15165569912.5199","15236854859.469","19926293839.0163","23021477292.2093","21211892259.9904","21790035117.19","27062716577.9111","30591834053.9653","33875881876.3672","37458898243.8609","42327600098.2412","49204456700.4516","58539008786.3684","79279057730.829","105136007528.76","123709376567.89","152678020452.829","176171284311.761","200800891870.164","224969488835.181","235024598983.261","263561088977.129","281682304161.041","203304515490.795","209023912696.839","222942790435.299","268137224729.722","294084112392.66","330397381998.489","425595310000","461951782000","602860000000","400599250000","437798577639.752","558111997497.263","769305386182.849","850426432991.742","883199625324.675","863723411632.917","599388579985.673","655420645476.906","559372276081.966","507962487700.024","558319920831.979","669316654017.094","891630177251.068","1107640289615.23","1397084349956.35","1695824565983.2","1667019783585.08","2208871646202.82","2616200980392.16","2465188674415.03","2472806919901.67","2455993625159.37","1802214373741.32","1795700168991.49","2062831045935.95","1885482534238.33","1839758040765.62","",
"Brasil","BRA","Inflação, deflator do PIB (% anual)","NY.GDP.DEFL.KD.ZG","","31.3025287643829","78.830758163645","69.766387530585","93.834679163515","51.3848679661146","39.4058905169358","29.2448362432431","26.6706789265929","20.9140226805464","17.0922848011679","20.2538929346553","19.1444079459279","22.6648530161981","34.800185694925","33.8622773230244","47.6269851502394","46.179565282369","41.0598003115908","56.480574203257","87.3068753333793","107.214033815378","104.83236356285","140.195627923097","212.785781721096","231.723499114601","145.271542160188","204.103424970658","651.113855704521","1209.12132836991","2700.44214011056","414.236261670349","968.184255515357","2001.34772635114","2302.84077822226","89.4974402737941","18.457783497873","7.72902341336797","4.92436158306298","8.01050088213842","5.60606514569551","8.22509431879853","9.79811223877498","14.0910215232072","7.75206076116663","7.43122546680286","6.77427409887123","6.43903809050693","8.77855272640775","7.31348273630748","8.42333832793074","8.31856504451336","7.94317879024118","7.50453986480659","7.84670974352809","7.56617501207116","8.10360435870246","3.63738088286291","3.28543989750865","4.15427431602915","",
"Brasil","BRA","Indústria, valor agregado (% do PIB)","NV.IND.TOTL.ZS","31.8002576608097","36.6037574004249","29.8408509225192","34.7669925593773","32.025240703631","29.9262322047748","29.8027183631122","29.1554139943599","30.689019188075","31.3121831745651","32.1836943042848","32.7221394805183","32.7411376610944","33.4220882134978","34.818586992702","35.4712758323878","34.9798410825771","34.0516019584516","35.5206136714879","36.5195902597631","39.5924244551796","39.2426592561605","40.9865107288835","39.4847394249596","41.6758277528105","41.2405311681575","40.1931956432471","41.2928406109002","39.4469745508074","42.2838306183402","32.8306185471106","31.5126231629234","33.9875979548139","36.12568024738","34.6669431980292","23.3814603902749","22.340114560034","22.5941476157036","22.1187903791379","21.746711247782","23.0066186321239","22.6395279130452","22.4953278200255","23.0838178175003","24.306623290035","24.172578278061","23.5440216715158","23.1253804129963","23.0852937543312","21.8785926286899","23.2679516203289","23.102056242361","22.1336473676777","21.2248287058771","20.4724627454143","19.3600439775462","18.3465915326172","18.181269964284","18.1291453541619","17.922226420092","",
"Brasil","BRA","Agricultura, valor agregado (% do PIB)","NV.AGR.TOTL.ZS","17.6669984863859","17.0953443122149","15.5345971129842","15.1256508327325","15.8382553714566","16.6744203718272","13.3153290920432","13.0130974006677","11.8264656488062","11.0760635261432","10.3736196442959","11.0141806134572","11.0689555998505","11.4458587669917","11.2290046802688","10.682677451792","11.4546890558027","12.9308376062278","10.2766017150625","9.89989545081435","9.94992801693452","9.63639087003226","8.06276475876768","9.82620213814722","10.4483020752953","10.5037631908331","9.93001193503835","9.00894159808701","9.14234559784443","8.44158738497377","6.87330085891951","6.78880668811996","6.77995215917154","6.56356958504316","8.53641105265961","5.01166646465693","4.76841121077967","4.68504702949228","4.7500447835131","4.64598154008681","4.75045997570861","4.80104301642181","5.47527489339298","6.1671843856504","5.66531157603221","4.65116882283132","4.37004377798394","4.41691543601929","4.56785118317928","4.47677399196415","4.11575648758173","4.34203511988559","4.1683282240444","4.50690493825609","4.32561053879483","4.31913275104669","4.89135358685971","4.60210115900505","4.41853769167898","4.43654479334605","",
"Brasil","BRA","Importação de bens e serviços (% do PIB)","NE.IMP.GNFS.ZS","7.11728554327239","7.33945907077904","5.18897394767796","9.11100002127562","5.6776000056402","5.55592484290456","5.99166922704867","5.7689710655619","6.61038441129829","6.55371309699865","7.44975914768755","8.13797343242644","8.844075564518","9.50158099803278","13.8837280806904","11.5055803106496","9.43261782257726","7.91774763658594","7.86439435789246","9.17556778799975","11.3058307064925","9.79944909521963","8.27447902353463","9.00834119424021","7.92438729311929","7.09531456076386","6.35457655453407","6.19266264606477","5.69253804870036","5.46126798028507","6.9617655463444","7.91394353581263","8.38509433055603","9.09604605458896","9.66785406991572","9.45558496072482","8.90538179274132","9.59255968601575","9.40808459248784","11.4172682172491","12.4517133524146","14.564574352134","13.3877671308534","12.9596010144732","13.1324909668183","11.8429659423762","11.6673835813384","11.9649362669047","13.7235689068504","11.2546044679462","11.9065933373084","12.3518953217282","13.2367345412855","14.0437454364237","13.6734629958056","14.0534511983164","12.0670189851289","11.8046383594658","14.5080826628793","14.6542047944056","",
"Brasil","BRA","Formação de capital bruto (% do PIB)","NE.GDI.TOTL.ZS","19.6780413974776","21.3561394920416","19.6046602886702","19.2598842252764","18.6023979539362","20.0239246364581","19.8928911082915","16.9187144415426","18.9175615498156","22.3521986110469","20.5420321064948","21.1179144400702","21.17081373715","23.2440898268721","25.388690127755","26.83887314599","23.1162106570636","22.0691465995739","22.9732218599383","22.7644531016857","23.3464749539881","23.084120487215","21.093764431958","16.6820441120892","15.7405601052384","19.2007534697913","19.0931088921319","22.3046606068599","22.7185283455265","26.9027870631375","20.166606912234","19.7691006203762","18.9346023488561","20.8463587533397","22.9934893680231","17.2923463458623","17.2669463759545","17.7639856110956","18.1647519194741","17.3895597435179","18.9031192683871","18.7418602950836","17.4490794834956","16.8566884007152","17.9125683422575","17.2048834771385","17.8164738964017","19.8193259705999","21.6193828366983","18.7961350502449","21.8013215651568","21.8262760943346","21.4172253653349","21.6937669402108","20.5484107588347","17.4116425416713","14.9695469753696","14.630386283879","14.8293714110751","15.1129684771643","",
"Brasil","BRA","Exportação de bens e serviços (% do PIB)","NE.EXP.GNFS.ZS","7.05904647646368","7.27940794590105","3.86876017137378","9.03645424482606","6.38540927082227","7.73576138413985","6.82473507896306","5.7689710655619","6.00052600864501","6.6204037968306","7.02943634908589","6.41330674313925","7.259175691336","8.27167782462644","8.01311941176138","7.53857281945099","7.03571355665957","7.25236847121218","6.67557886823388","7.12390494963595","9.05272982472942","9.42035430772259","7.60968270162801","11.4218215925107","13.547584918489","12.2479596662611","8.81658867805845","9.4599432176942","10.8882167136928","8.92960968014427","8.19999001540815","8.67697309491424","10.8682492540862","10.5032702366843","9.66505138718782","7.52887503847073","6.73020968312685","6.98364957530895","7.03050033871807","9.5648982609794","10.1880480043795","12.37171066993","14.2305902713775","15.1807837086861","16.5457615119353","15.2438292665623","14.3743163008972","13.327675103099","13.5340005119683","10.8513711314233","10.8655847746965","11.5825153248769","11.8775598368351","11.7422306432624","11.0119428207843","12.9001914177405","12.4666790443888","12.5230753666957","14.8896998937494","14.3224188515098","",
"Brasil","BRA","Despesas militares (% do PIB)","MS.MIL.XPND.GD.ZS","2.67913472590723","2.36406619385343","2.39868330737835","2.26083918239834","2.01449809094829","3.35209215674899","3.0219816316073","2.85697200831844","2.64974015836375","2.61559000626652","2.88728955692843","2.61904685858105","2.43581199022501","2.15465130649243","1.94135341120892","1.97214379625895","2.00275336513055","1.68772647800164","1.59967155032807","1.52193168607333","1.13843442074363","1.14314876818876","1.30353436107498","1.25458032300474","1.19954104516533","1.42952312218953","1.22038872750142","1.74399403145367","2.1180722049862","2.68625","2.36384102519699","1.96333333333333","1.52152886115445","1.92792281498297","2.016007789121","1.86213698033379","1.65484349950291","1.57768831551774","1.66229191975824","1.64547466656987","1.73072614713627","1.95188244532532","1.89577119915617","1.50347763554507","1.46126840890621","1.52401339252107","1.48108489489303","1.46629209992902","1.44192404201012","1.53862567601211","1.53940698128362","1.41185115924524","1.37865646470437","1.3294461087607","1.330244423168","1.36551715396161","1.35015057288696","1.41952663807017","1.50768223787473","1.47602163484815","",
